ID,W,G,R,AB,H,1B,2B,3B,HR,BB,SO,SB,CS,HBP,BBHBP,SF,Outs,Outsinplay,RA,BA,OBA,SLG,OPS,LogRuns,Team_ID,Team_ID_Encoded
299,83,162,750,5562,1549.0,1131,252,26,140,461,607,79,51,0,461,0,4013,3406,698,0.278496944,0.333720737,0.408665948,0.742386685,6.621405651764134,Team_44,79.7216495326434
301,82,162,720,5409,1355.0,831,318,47,159,587,1287,58,23,49,636,43,4054,2767,706,0.250508412,0.327036794,0.414864115,0.741900909,6.580639137284949,Team_109,78.34228628144017
303,85,162,771,5560,1514.0,984,328,38,164,495,1083,146,67,64,559,38,4046,2963,766,0.272302158,0.336689946,0.433453237,0.770143184,6.648984550024776,Team_73,79.8918458210646
305,93,162,814,5450,1469.0,964,274,32,199,529,1089,91,35,65,594,50,3981,2892,684,0.269541284,0.338529701,0.441100917,0.779630619,6.703188113240863,Team_137,80.6876732725293
307,85,161,993,5668,1625.0,1018,343,19,245,670,1052,90,39,0,670,0,4043,2991,895,0.286697248,0.362101609,0.483592096,0.845693705,6.901737206656574,Team_107,81.82141971846934
309,67,162,738,5535,1475.0,952,310,35,178,476,1048,58,48,29,505,34,4060,3012,902,0.266485998,0.325979585,0.431616983,0.757596568,6.6052979209482015,Team_4,78.04183338398263
311,68,161,603,5446,1316.0,977,193,53,93,534,770,100,58,0,534,0,4130,3360,681,0.241645244,0.309364548,0.347778186,0.657142734,6.403574197934815,Team_109,78.34228628144017
313,69,144,615,4950,1296.0,909,263,30,94,497,884,72,25,0,497,0,3654,2770,658,0.261818182,0.329172021,0.384040404,0.713212425,6.423246963533519,Team_137,80.6876732725293
315,76,162,647,5472,1335.0,938,228,49,120,500,909,106,75,0,500,0,4137,3228,660,0.243969298,0.307267247,0.369334795,0.676602042,6.473890696352274,Team_49,78.85800620300988
317,60,108,443,3591,883.0,628,146,28,81,368,498,138,40,0,368,0,2708,2210,394,0.245892509,0.315988886,0.369813422,0.685802309,6.095824562432225,Team_125,79.7216495326434
319,87,162,691,5472,1417.0,1055,226,28,108,539,682,86,69,0,539,0,4055,3373,666,0.258954678,0.325403427,0.369700292,0.695103719,6.539585955617669,Team_66,80.60355301069029
321,78,162,666,5505,1435.0,1038,235,28,134,416,866,97,50,0,416,0,4070,3204,731,0.260672116,0.312616112,0.386557675,0.699173787,6.502790045915623,Team_91,77.84180840021031
323,89,162,789,5572,1512.0,1023,289,20,180,535,1015,118,39,80,615,39,4060,3045,727,0.271356784,0.341631866,0.427315147,0.768947014,6.672032945461067,Team_125,79.7216495326434
325,85,162,899,5620,1546.0,1048,282,38,178,765,1122,104,63,0,765,0,4074,2952,837,0.275088968,0.361942052,0.433807829,0.795749881,6.802394763324311,Team_5,79.70257544397496
327,66,161,570,5396,1326.0,1030,170,38,88,511,909,62,61,0,511,0,4070,3161,655,0.245737583,0.310986965,0.340252039,0.651239003,6.3473892096560105,Team_69,78.01057528100284
329,56,162,615,5598,1442.0,1010,309,28,95,401,1164,118,33,46,447,37,4156,2992,796,0.257591997,0.310588622,0.373704895,0.684293517,6.423246963533519,Team_9,79.28355939771134
331,84,161,633,5429,1342.0,933,242,49,118,492,880,169,77,0,492,0,4087,3207,636,0.247191011,0.309744976,0.375023024,0.684768,6.452048954437226,Team_117,78.24317125352412
333,74,162,605,5458,1408.0,1062,231,45,70,434,743,178,59,0,434,0,4050,3307,634,0.257969952,0.312627291,0.355258336,0.667885628,6.406879986069314,Team_55,78.53623404971326
335,78,162,651,5526,1447.0,1034,262,45,106,415,749,118,81,0,415,0,4079,3330,701,0.261853058,0.31341525,0.383098082,0.696513332,6.480044561926653,Team_26,78.67176443973042
337,71,162,593,5417,1284.0,904,247,42,91,501,1320,170,44,48,549,47,4133,2813,611,0.237031567,0.304839514,0.348532398,0.653371912,6.386879319362645,Team_63,78.37525563334707
339,69,162,772,5586,1531.0,1085,272,29,145,544,1042,73,49,0,544,0,4055,3013,913,0.274078052,0.338499184,0.411027569,0.749526753,6.650279048587422,Team_76,76.86596207992011
341,96,162,811,5604,1504.0,994,305,27,178,590,1202,72,41,80,670,59,4100,2898,704,0.268379729,0.343281225,0.427730193,0.771011418,6.699500340161678,Team_5,79.70257544397496
343,68,162,699,5572,1413.0,933,296,26,158,466,1062,86,61,62,528,41,4159,3097,778,0.253589375,0.316072301,0.401112706,0.717185007,6.551080335043404,Team_53,80.47483898790898
345,82,161,644,5436,1395.0,1013,237,28,117,498,1087,126,40,45,543,43,4041,2954,612,0.256622517,0.321819993,0.375091979,0.696911973,6.4692503167957724,Team_77,79.00935845351081
347,86,162,835,5510,1472.0,968,284,39,181,483,984,113,67,0,483,0,4038,3054,751,0.267150635,0.326213916,0.431397459,0.757611375,6.728628613084702,Team_128,79.0707828003606
349,84,161,770,5499,1397.0,859,302,28,208,543,1371,76,28,69,612,46,4102,2731,767,0.25404619,0.326295274,0.432624113,0.758919387,6.647688373563329,Team_54,79.14332055828211
351,91,162,771,5655,1499.0,1043,285,24,147,601,1014,109,55,0,601,0,4156,3142,682,0.265075155,0.335677749,0.401945181,0.737622931,6.648984550024776,Team_114,78.90276526385752
353,75,161,690,5496,1409.0,989,238,22,160,486,1044,87,42,63,549,30,4087,3043,703,0.256368268,0.322304527,0.395014556,0.717319083,6.53813982376767,Team_31,78.86341803446572
355,86,161,712,5451,1432.0,959,284,22,167,449,1051,114,52,52,501,41,4019,2968,743,0.262704091,0.322542967,0.414786278,0.737329245,6.569481420414296,Team_32,80.28747804394744
357,84,162,652,5433,1369.0,1025,225,44,75,516,924,220,71,0,516,0,4064,3140,645,0.251978649,0.316859976,0.351003129,0.667863105,6.481577129276431,Team_148,80.72953922183984
359,94,162,713,5527,1315.0,821,267,32,195,550,1387,122,32,45,595,34,4212,2825,614,0.237922924,0.310266407,0.403654786,0.713921192,6.570882962339584,Team_75,80.18856998822673
361,77,160,554,5465,1313.0,966,241,17,89,507,885,81,54,0,507,0,4152,3267,536,0.240256176,0.304755526,0.339432754,0.64418828,6.318968113746434,Team_109,78.34228628144017
363,72,161,680,5483,1428.0,980,267,39,142,415,1066,63,40,95,510,42,4055,2989,744,0.260441364,0.321126761,0.401057815,0.722184576,6.523562306149512,Team_48,80.51826350729577
365,54,115,521,3927,1028.0,712,208,28,80,396,711,67,24,0,396,0,2899,2188,497,0.261777438,0.329400879,0.390119684,0.719520563,6.257667587882639,Team_103,78.49856698685302
367,89,163,707,5516,1445.0,1031,256,45,113,537,852,156,43,0,537,0,4071,3219,670,0.261965192,0.327440938,0.386149384,0.713590322,6.56244409369372,Team_143,80.22457741386685
369,94,162,634,5486,1345.0,876,273,35,161,469,1330,94,42,88,557,29,4141,2811,577,0.245169522,0.313241107,0.395734597,0.708975704,6.453624998892692,Team_80,81.19148866272155
371,75,162,619,5494,1285.0,868,241,27,149,466,1259,104,35,30,496,35,4209,2950,651,0.233891518,0.29560166,0.368947943,0.664549603,6.429719478039138,Team_15,79.14332055828211
373,85,162,829,5703,1539.0,1043,288,31,177,596,1039,102,50,0,596,0,4164,3125,814,0.269857969,0.338942689,0.424338068,0.763280757,6.721425700790643,Team_79,80.56155760697378
375,59,103,464,3537,936.0,683,158,45,50,379,495,88,45,0,379,0,2601,2106,417,0.264631043,0.335801839,0.377155782,0.71295762,6.142037405587356,Team_76,76.86596207992011
377,88,162,703,5433,1358.0,974,213,28,143,588,841,87,42,0,588,0,4075,3234,658,0.249953985,0.323202126,0.378428124,0.70163025,6.556778356158042,Team_110,81.7692300647022
379,76,162,616,5555,1390.0,1071,213,26,80,568,809,87,45,0,568,0,4165,3356,652,0.250225023,0.319777887,0.341134113,0.660912,6.424869023905388,Team_34,78.85800620300988
381,62,161,617,5361,1359.0,976,213,41,129,530,819,130,76,0,530,0,4002,3183,785,0.253497482,0.320658632,0.380712554,0.701371185,6.42648845745769,Team_149,78.60802230113683
383,74,162,645,5452,1330.0,907,280,29,114,509,1094,117,43,50,559,57,4122,3028,679,0.243947175,0.311305208,0.368672047,0.679977255,6.470799503782602,Team_103,78.49856698685302
385,78,162,813,5581,1457.0,927,305,38,187,522,1142,71,18,53,575,57,4124,2982,828,0.261064325,0.327056173,0.429851281,0.756907454,6.70196036600254,Team_79,80.56155760697378
387,91,162,669,5545,1422.0,1032,208,37,145,429,1011,89,40,0,429,0,4123,3112,578,0.25644725,0.309842651,0.385752931,0.695595582,6.507277712385012,Team_129,80.64554841440682
389,37,106,329,3521,797.0,576,137,23,61,284,556,66,57,0,284,0,2724,2168,466,0.226356149,0.284099869,0.330303891,0.61440376,5.799092654460526,Team_7,75.38265511294793
391,75,162,707,5549,1482.0,1055,267,50,110,536,972,92,55,0,536,0,4067,3095,806,0.267075149,0.331635168,0.392683366,0.724318535,6.56244409369372,Team_52,77.41190232823486
393,89,160,734,5421,1443.0,1027,226,40,150,509,590,65,46,0,509,0,3978,3388,672,0.26618705,0.329173693,0.405644715,0.734818408,6.5998704992128365,Team_83,80.27651685201475
395,74,162,689,5501,1419.0,978,250,27,164,488,1006,124,56,0,488,0,4082,3076,691,0.257953099,0.318417098,0.402654063,0.721071161,6.536691597591305,Team_95,77.91724330668968
397,93,162,814,5532,1518.0,1038,268,26,186,613,760,55,53,0,613,0,4014,3254,670,0.274403471,0.346786005,0.433116414,0.779902418,6.703188113240863,Team_139,78.92373686202954
399,75,162,601,5518,1346.0,1001,216,31,98,579,954,108,58,0,579,0,4172,3218,690,0.24392896,0.315729047,0.347589706,0.663318753,6.400257445308821,Team_95,77.91724330668968
401,73,162,923,5690,1663.0,1065,324,61,213,511,1027,132,54,61,572,50,4027,3000,906,0.292267135,0.354087452,0.482952548,0.837040001,6.828712071641684,Team_8,79.07985339874436
403,103,162,733,5433,1379.0,984,209,22,164,651,992,141,54,0,651,0,4054,3062,570,0.253819253,0.333662064,0.39094423,0.724606294,6.598509028614515,Team_77,79.00935845351081
405,74,162,714,5604,1480.0,1041,228,45,166,452,764,60,46,0,452,0,4124,3360,751,0.264097074,0.319022457,0.409707352,0.728729809,6.5722825426940075,Team_39,79.81413345688416
407,75,161,655,5490,1400.0,1059,209,38,94,611,800,101,54,0,611,0,4090,3290,703,0.255009107,0.329618095,0.358287796,0.687905891,6.486160788944089,Team_16,79.25970009176169
409,96,162,802,5439,1343.0,851,295,37,160,672,1292,172,47,57,729,57,4096,2804,649,0.24692039,0.332851406,0.40301526,0.735866666,6.688354713946762,Team_53,80.47483898790898
411,75,161,809,5570,1461.0,966,274,27,194,613,1202,134,48,0,613,0,4109,2907,838,0.262298025,0.335435873,0.42567325,0.761109122,6.697034247666484,Team_32,80.28747804394744
413,78,162,851,5781,1684.0,1094,373,32,185,514,1044,68,48,0,514,0,4097,3053,857,0.291299083,0.349166005,0.462895693,0.812061698,6.747586526829315,Team_84,79.22922709560753
415,100,163,735,5583,1489.0,1098,228,38,125,505,695,98,42,0,505,0,4094,3399,582,0.26670249,0.327529566,0.388321691,0.715851257,6.601230118728877,Team_103,78.49856698685302
417,98,162,769,5589,1484.0,1042,223,28,191,588,896,114,62,0,588,0,4105,3209,582,0.26552156,0.335437915,0.417963858,0.753401772,6.646390514847729,Team_92,79.39730554246107
419,77,162,640,5474,1419.0,1035,251,26,107,596,749,105,51,0,596,0,4055,3306,680,0.259225429,0.331960461,0.373218853,0.705179314,6.46302945692067,Team_103,78.49856698685302
421,84,162,777,5502,1427.0,940,314,40,133,633,1085,171,74,0,633,0,4075,2990,660,0.259360233,0.335778321,0.40348964,0.739267961,6.656726524178391,Team_58,78.63901044860229
423,65,162,764,5589,1451.0,957,274,23,197,642,1181,71,36,0,642,0,4138,2957,946,0.259617105,0.335901139,0.422615853,0.758516992,6.639875833826536,Team_12,80.71607961873718
425,72,162,753,5604,1514.0,1035,316,33,130,618,1023,58,27,42,660,34,4090,3067,778,0.270164168,0.345188949,0.407922912,0.753111861,6.625392368007956,Team_82,80.21336691063277
427,72,162,640,5543,1452.0,1010,311,37,94,452,1044,108,46,48,500,44,4091,3047,759,0.261952012,0.320683424,0.382283962,0.702967385,6.46302945692067,Team_99,80.22457741386685
429,98,162,731,5615,1468.0,948,301,25,194,479,1325,105,35,41,520,36,4147,2822,594,0.261442565,0.322152001,0.42760463,0.749756632,6.595780513961311,Team_26,78.67176443973042
431,101,162,907,5670,1608.0,1021,321,31,235,545,933,68,22,49,594,49,4062,3129,740,0.283597884,0.348804055,0.475485009,0.824289064,6.811244378601294,Team_123,80.30365349564403
433,83,161,818,5517,1451.0,981,234,22,214,604,908,69,43,0,604,0,4066,3158,764,0.263005256,0.335729456,0.429762552,0.765492008,6.70808408385307,Team_98,79.5552279318382
435,83,162,718,5486,1447.0,992,275,32,148,499,968,96,43,58,557,40,4039,3071,700,0.263762304,0.329442709,0.406489245,0.735931955,6.577861357721047,Team_94,80.46876264396167
437,81,162,805,5543,1455.0,923,339,22,171,560,1213,77,29,103,663,49,4088,2875,761,0.262493235,0.338609113,0.424138553,0.762747666,6.692083742506628,Team_85,79.06761202339203
439,62,143,563,4779,1182.0,813,238,24,107,436,920,79,46,0,436,0,3597,2677,658,0.247332078,0.310258869,0.374346098,0.684604966,6.335054251498059,Team_77,79.00935845351081
441,89,162,818,5646,1511.0,920,358,22,211,587,1140,68,17,47,634,46,4135,2995,744,0.267623096,0.339076826,0.450938718,0.790015543,6.70808408385307,Team_131,79.84763574379295
443,93,162,795,5561,1509.0,1047,290,33,139,586,989,108,37,53,639,46,4052,3063,637,0.271354073,0.343900096,0.410357849,0.754257945,6.679599185844383,Team_144,79.76364493635991
445,81,162,684,5544,1414.0,957,271,28,158,454,1094,116,23,63,517,39,4130,3036,680,0.255050505,0.316557377,0.399531025,0.716088402,6.529418838262226,Team_129,80.64554841440682
447,80,161,624,5441,1319.0,886,257,22,154,470,1323,106,38,65,535,32,4122,2799,643,0.242418673,0.308588549,0.382650248,0.691238797,6.437751649736401,Team_88,80.01561735865903
449,75,162,673,5497,1392.0,990,227,41,134,568,842,90,59,0,568,0,4105,3263,711,0.253229034,0.323165705,0.382572312,0.705738017,6.513230110912307,Team_92,79.39730554246107
451,49,113,500,3918,1015.0,691,189,26,109,364,750,69,53,0,364,0,2903,2153,549,0.259060745,0.322045773,0.40403267,0.726078443,6.2166061010848646,Team_43,77.62187934681745
453,92,162,699,5469,1365.0,931,241,52,141,508,1071,87,54,0,508,0,4104,3033,600,0.24958859,0.31336791,0.390016456,0.703384367,6.551080335043404,Team_21,80.8479570263648
455,70,144,668,4950,1345.0,978,231,20,116,447,872,124,46,0,447,0,3605,2733,672,0.271717172,0.332036316,0.396767677,0.728803993,6.505784060128229,Team_144,79.76364493635991
457,81,163,628,5573,1400.0,985,260,48,107,454,1053,189,89,0,454,0,4173,3120,592,0.251211197,0.307615729,0.372689754,0.680305483,6.444131256700441,Team_25,79.67965412892687
459,91,162,728,5625,1517.0,1074,272,54,117,472,708,140,62,0,472,0,4108,3400,639,0.269688889,0.326226013,0.399644444,0.725870457,6.591673732008658,Team_145,79.36433619055416
461,74,162,666,5499,1458.0,1038,281,39,100,445,749,96,53,0,445,0,4041,3292,729,0.265139116,0.320154778,0.384979087,0.705133865,6.502790045915623,Team_139,78.92373686202954
463,94,162,776,5483,1454.0,1020,228,44,162,604,834,106,57,0,604,0,4029,3195,664,0.265183294,0.338097585,0.411453584,0.749551169,6.655440350367647,Team_99,80.22457741386685
465,92,162,649,5491,1447.0,1011,281,17,138,476,1146,78,28,57,533,48,4044,2898,582,0.263522127,0.326086957,0.39628483,0.722371786,6.476972362889683,Team_11,80.6876732725293
467,60,144,654,4865,1204.0,788,228,29,159,551,987,73,36,0,551,0,3661,2674,844,0.247482014,0.324039882,0.404316547,0.728356429,6.484635235635252,Team_145,79.36433619055416
469,79,162,668,5369,1345.0,1007,190,23,125,695,777,77,68,0,695,0,4024,3247,702,0.2505122,0.336411609,0.364313652,0.700725262,6.505784060128229,Team_46,80.47756679954074
471,86,162,791,5487,1445.0,903,303,19,220,519,916,77,29,58,577,41,4042,3126,715,0.263349736,0.331203931,0.445780937,0.776984868,6.674561391814426,Team_68,80.27009489051152
473,91,162,897,5600,1559.0,1016,294,37,212,577,1076,79,41,69,646,62,4041,2965,821,0.278392857,0.349556119,0.457678571,0.807234691,6.8001700683022,Team_33,78.65152336482947
475,95,162,910,5626,1579.0,1020,339,21,199,653,1044,45,12,47,700,63,4047,3003,805,0.280661216,0.35670684,0.454496978,0.811203818,6.814542897259958,Team_147,80.43557139582421
477,69,162,756,5631,1529.0,1051,306,30,142,500,939,144,42,47,547,47,4102,3163,868,0.271532587,0.333493976,0.412182561,0.745676537,6.6293632534374485,Team_13,78.78290160642052
479,81,162,692,5604,1489.0,1070,271,37,111,534,796,64,45,0,534,0,4115,3319,739,0.265703069,0.329586184,0.38668808,0.716274264,6.541029999189903,Team_136,78.11355212439187
481,97,162,877,5685,1555.0,1051,297,51,156,665,1049,91,32,0,665,0,4130,3081,740,0.273526825,0.349606299,0.426033421,0.77563972,6.777646593635117,Team_32,80.28747804394744
483,90,162,698,5499,1370.0,921,274,20,155,585,1245,67,35,76,661,46,4129,2884,589,0.249136207,0.327263938,0.390798327,0.718062265,6.54965074223381,Team_35,78.29380580628175
485,96,162,867,5589,1561.0,1008,352,35,166,689,1042,96,24,64,753,54,4028,2986,657,0.279298622,0.361788618,0.443907676,0.805696294,6.7661917146603505,Team_51,81.12549452966455
487,83,162,676,5469,1416.0,1022,257,27,110,575,1054,115,48,0,575,0,4053,2999,696,0.258913878,0.329417604,0.376119949,0.705537553,6.517671272912275,Team_120,78.7049491524161
489,81,162,675,5575,1435.0,1085,217,52,81,429,877,165,77,0,429,0,4140,3263,658,0.257399103,0.310459694,0.358565022,0.669024716,6.516193076042964,Team_20,77.72607079195981
491,69,162,694,5509,1349.0,907,239,21,182,524,1326,80,34,79,603,32,4160,2834,886,0.244872028,0.317708333,0.394990016,0.71269835,6.543911845564792,Team_90,77.44420264236322
493,81,163,653,5527,1384.0,1050,207,34,93,482,822,179,67,0,482,0,4143,3321,653,0.250407092,0.310534199,0.350642301,0.6611765,6.483107351457199,Team_85,79.06761202339203
495,83,162,650,5507,1405.0,1027,241,28,109,513,809,60,39,0,513,0,4102,3293,622,0.255129835,0.318604651,0.368440167,0.687044818,6.478509642208569,Team_102,79.34369089919473
497,88,162,821,5615,1568.0,1072,294,24,178,629,910,39,35,0,629,0,4047,3137,761,0.279252004,0.351857783,0.435262689,0.787120473,6.71174039505618,Team_79,80.56155760697378
499,103,161,897,5601,1540.0,991,314,12,223,640,1171,100,38,72,712,41,4061,2890,697,0.274950902,0.354422411,0.454740225,0.809162636,6.8001700683022,Team_17,78.08382878769916
501,71,162,848,5648,1601.0,1063,330,35,173,580,922,69,47,39,619,48,4047,3125,974,0.283463173,0.351543943,0.446175637,0.79771958,6.744059186311348,Team_57,78.73141318472601
503,101,162,747,5467,1446.0,1055,245,59,87,586,853,314,96,0,586,0,4021,3168,572,0.264496067,0.335701305,0.378635449,0.714336754,6.617402977974478,Team_145,79.36433619055416
505,81,163,800,5720,1615.0,1130,292,31,162,562,816,66,27,0,562,0,4105,3289,720,0.282342657,0.346545686,0.429195804,0.77574149,6.68586094706836,Team_148,80.72953922183984
507,68,163,618,5401,1372.0,1043,203,31,95,509,801,119,79,0,509,0,4029,3228,657,0.254027032,0.318274112,0.355860026,0.674134138,6.428105272684596,Team_98,79.5552279318382
509,44,110,426,3780,950.0,700,148,13,89,329,553,100,50,0,329,0,2830,2277,521,0.251322751,0.311267948,0.367989418,0.679257366,6.056784013228625,Team_77,79.00935845351081
511,77,162,662,5474,1395.0,1044,201,19,131,432,756,79,68,0,432,0,4079,3323,694,0.254841067,0.309346427,0.370295944,0.679642372,6.4967749901858625,Team_38,78.71747761542065
513,83,162,729,5590,1489.0,1035,237,40,177,470,807,93,66,0,470,0,4101,3294,685,0.266368515,0.323267327,0.418067979,0.741335305,6.593044534142437,Team_114,78.90276526385752
515,87,162,893,5519,1430.0,888,287,20,235,770,1129,70,37,0,770,0,4089,2960,846,0.25910491,0.349817141,0.446095307,0.795912448,6.795705775173514,Team_57,78.73141318472601
517,90,162,757,5630,1557.0,1051,325,26,155,443,1144,106,41,44,487,61,4073,2929,705,0.276554174,0.330851408,0.426110124,0.756961533,6.630683385642372,Team_55,78.53623404971326
519,73,162,635,5517,1389.0,1005,236,23,125,445,923,128,59,0,445,0,4128,3205,675,0.251767265,0.307614894,0.370853725,0.678468619,6.455198563340122,Team_142,79.04034371489308
521,98,162,900,5568,1568.0,1037,302,36,193,718,978,104,57,0,718,0,4000,3022,731,0.281609195,0.363665288,0.452765805,0.816431093,6.803505257608338,Team_82,80.21336691063277
523,87,162,798,5512,1447.0,985,234,30,198,613,885,138,58,0,613,0,4065,3180,714,0.262518142,0.336326531,0.42362119,0.759947721,6.683360945766275,Team_25,79.67965412892687
525,76,162,654,5473,1333.0,870,275,41,147,487,1138,134,50,0,487,0,4140,3002,694,0.243559291,0.305369128,0.389365978,0.694735106,6.484635235635252,Team_39,79.81413345688416
527,95,162,675,5604,1473.0,1115,219,29,110,497,795,109,50,0,497,0,4131,3336,565,0.262847966,0.322897886,0.371163455,0.69406134,6.516193076042964,Team_48,80.51826350729577
529,81,162,806,5511,1432.0,937,263,33,199,593,1056,140,63,0,593,0,4079,3023,789,0.259843948,0.331749672,0.42787153,0.759621202,6.693323668269949,Team_134,78.12582419141567
531,95,162,810,5489,1490.0,1011,274,26,179,595,1010,148,56,59,654,45,3999,2989,714,0.271451995,0.346477052,0.428675533,0.775152585,6.698268054115413,Team_64,79.00772766946258
533,72,162,634,5482,1380.0,1021,228,38,93,548,869,107,51,0,548,0,4102,3233,723,0.251732944,0.31973466,0.358080992,0.677815652,6.453624998892692,Team_109,78.34228628144017
535,116,162,927,5680,1637.0,1120,310,38,169,614,989,174,42,62,676,70,4043,3054,627,0.288204225,0.359943978,0.445422535,0.805366513,6.833031732786201,Team_51,81.12549452966455
537,76,162,813,5562,1504.0,968,325,54,157,561,1108,85,50,60,621,45,4058,2950,812,0.270406329,0.341201028,0.432937792,0.77413882,6.70196036600254,Team_55,78.53623404971326
539,85,162,755,5495,1364.0,767,319,21,257,471,1164,58,20,55,526,34,4131,2967,728,0.24822566,0.312138728,0.454231119,0.766369848,6.628041376179533,Team_91,77.84180840021031
541,78,162,673,5462,1349.0,886,280,25,158,531,1129,96,40,53,584,41,4113,2984,723,0.246979129,0.317562017,0.394177957,0.711739974,6.513230110912307,Team_112,81.69543350731978
543,95,162,761,5624,1520.0,1065,278,30,147,447,848,161,57,29,476,39,4104,3256,643,0.27027027,0.325134387,0.408783784,0.73391817,6.635946555686647,Team_27,81.44107115977849
545,84,162,803,5462,1434.0,902,297,36,199,642,1229,194,61,49,691,45,4028,2799,754,0.262541194,0.342852533,0.439399487,0.78225202,6.6895992691789665,Team_149,78.60802230113683
547,92,162,608,5472,1371.0,1046,200,34,91,486,744,144,55,0,486,0,4101,3357,543,0.250548246,0.311681772,0.349415205,0.661096977,6.411818267709897,Team_142,79.04034371489308
549,53,117,573,4006,1098.0,728,206,39,125,378,761,91,53,0,378,0,2908,2147,638,0.274088867,0.336678832,0.438592112,0.775270944,6.352629396319567,Team_76,76.86596207992011
551,61,162,689,5474,1395.0,905,267,33,190,441,1106,134,52,47,488,43,4079,2973,856,0.254841067,0.313572023,0.419802704,0.733374727,6.536691597591305,Team_132,78.8397460545965
553,66,144,621,4905,1268.0,861,265,24,118,400,901,120,49,0,400,0,3637,2736,638,0.258511723,0.314420358,0.394495413,0.708915771,6.432940092739179,Team_142,79.04034371489308
555,92,162,876,5601,1568.0,990,338,35,205,541,1049,72,39,0,541,0,4033,2984,729,0.279950009,0.343373494,0.462595965,0.805969459,6.776506992372183,Team_41,81.04839216097903
557,74,162,679,5513,1360.0,925,225,38,172,523,883,109,49,0,523,0,4153,3270,736,0.246689643,0.311961564,0.394884818,0.706846382,6.522092798170152,Team_20,77.72607079195981
559,68,162,715,5543,1408.0,969,260,21,158,622,1048,131,59,0,622,0,4135,3087,846,0.254014072,0.329278183,0.394010464,0.723288647,6.573680166960646,Team_16,79.25970009176169
561,87,162,758,5594,1464.0,1060,226,39,139,610,896,134,74,0,610,0,4130,3234,681,0.261708974,0.334300451,0.390597068,0.72489752,6.63200177739563,Team_92,79.39730554246107
563,76,162,618,5517,1349.0,931,246,26,146,467,1309,118,34,52,519,34,4168,2859,700,0.244516948,0.307742998,0.377922784,0.685665782,6.428105272684596,Team_71,78.31950581116992
565,54,106,476,3615,982.0,744,135,27,76,322,518,86,44,0,322,0,2633,2115,423,0.27164592,0.331216662,0.386998617,0.718215279,6.1675164908883415,Team_86,77.51346915829869
567,84,161,729,5575,1413.0,912,254,45,202,526,926,75,41,0,526,0,4162,3236,688,0.253452915,0.317816751,0.423856502,0.741673254,6.593044534142437,Team_12,80.71607961873718
569,88,162,682,5536,1436.0,975,275,30,156,520,1244,104,47,78,598,35,4100,2856,631,0.259393064,0.329713082,0.404443642,0.734156723,6.52649485957079,Team_94,80.46876264396167
571,84,163,738,5627,1521.0,1069,259,32,161,446,923,100,43,0,446,0,4106,3183,739,0.270303892,0.32389264,0.413541852,0.737434491,6.6052979209482015,Team_22,80.05761276237554
573,100,160,703,5408,1387.0,960,251,24,152,544,842,140,51,0,544,0,4021,3179,532,0.256471893,0.324428763,0.396079882,0.720508645,6.556778356158042,Team_48,80.51826350729577
575,69,162,734,5604,1459.0,939,339,16,165,428,1197,97,31,45,473,55,4145,2948,806,0.26034975,0.315068493,0.414882227,0.72995072,6.5998704992128365,Team_22,80.05761276237554
577,69,162,793,5643,1506.0,987,320,31,168,564,1032,86,40,66,630,37,4137,3105,888,0.26687932,0.338510301,0.423888003,0.762398304,6.677083461247136,Team_60,79.7216495326434
579,73,162,689,5524,1409.0,957,269,39,144,543,1191,164,60,0,543,0,4115,2924,708,0.255068791,0.321740564,0.39608979,0.717830354,6.536691597591305,Team_108,79.33136683864726
581,100,162,831,5605,1576.0,1078,267,47,184,533,681,93,57,0,533,0,4029,3348,651,0.28117752,0.343597263,0.444067797,0.78766506,6.723832440821209,Team_19,79.77554565349752
583,77,160,695,5522,1395.0,978,232,26,159,442,879,123,64,0,442,0,4127,3248,734,0.25262586,0.308014755,0.390438247,0.698453002,6.54534966033442,Team_121,78.93638824398828
585,86,162,615,5415,1334.0,1000,198,34,102,561,797,66,58,0,561,0,4081,3284,538,0.246352724,0.31710174,0.351985226,0.669086967,6.423246963533519,Team_2,80.27009489051152
587,55,162,583,5407,1276.0,864,238,28,146,463,1365,105,46,58,521,30,4131,2766,794,0.235990383,0.301611279,0.371370446,0.672981725,6.369900982828227,Team_35,78.29380580628175
589,69,161,733,5505,1414.0,977,253,22,162,559,1022,90,46,48,607,40,4091,3069,842,0.256857402,0.328511053,0.399091735,0.727602788,6.598509028614515,Team_120,78.7049491524161
591,74,162,821,5641,1529.0,995,293,41,200,572,1076,63,31,44,616,44,4112,3036,857,0.271051232,0.340422155,0.443892927,0.784315082,6.71174039505618,Team_147,80.43557139582421
593,87,162,763,5557,1491.0,1015,271,47,158,521,935,107,36,0,521,0,4066,3131,680,0.268310239,0.331029944,0.419290984,0.750320928,6.638567789166521,Team_115,78.99985726791036
595,63,161,605,5358,1284.0,954,176,37,117,516,910,176,89,0,516,0,4074,3164,749,0.239641657,0.306435138,0.351810377,0.658245515,6.406879986069314,Team_55,78.53623404971326
597,74,162,706,5599,1511.0,1033,283,36,159,427,1204,112,32,26,453,35,4088,2884,760,0.26986962,0.322654838,0.418467583,0.741122422,6.561030665896573,Team_54,79.14332055828211
599,79,162,849,5583,1510.0,950,312,26,222,526,1169,52,35,52,578,44,4073,2904,805,0.270463908,0.33650282,0.454952534,0.791455355,6.745236349484363,Team_114,78.90276526385752
